
8000 atoms
1 atom types
   0.0000000000   58.3080024719 xlo xhi
   0.0000000000   58.3080024719 ylo yhi
   0.0000000000   63.6199989319 zlo zhi

Atoms # atomic

1 1 0.0 0.0 0.0
2 1 0.0 0.0 3.1810000102
3 1 0.0 0.0 6.3619999568
4 1 0.0 0.0 9.5430002215
5 1 0.0 0.0 12.7239999772
6 1 0.0 0.0 15.904999733
7 1 0.0 0.0 19.086000443
8 1 0.0 0.0 22.2669992444
9 1 0.0 0.0 25.4479999545
10 1 0.0 0.0 28.6289987559
11 1 0.0 0.0 31.8099994659
12 1 0.0 0.0 34.991000176
13 1 0.0 0.0 38.172000886
14 1 0.0 0.0 41.3529977789
15 1 0.0 0.0 44.5339984889
16 1 0.0 0.0 47.7149991989
17 1 0.0 0.0 50.895999909
18 1 0.0 0.0 54.077000619
19 1 0.0 0.0 57.2579975118
20 1 0.0 0.0 60.4389982219
21 1 0.0 5.8308003055 0.0
22 1 0.0 5.8308003055 3.1810000102
23 1 0.0 5.8308003055 6.3619999568
24 1 0.0 5.8308003055 9.5430002215
25 1 0.0 5.8308003055 12.7239999772
26 1 0.0 5.8308003055 15.904999733
27 1 0.0 5.8308003055 19.086000443
28 1 0.0 5.8308003055 22.2669992444
29 1 0.0 5.8308003055 25.4479999545
30 1 0.0 5.8308003055 28.6289987559
31 1 0.0 5.8308003055 31.8099994659
32 1 0.0 5.8308003055 34.991000176
33 1 0.0 5.8308003055 38.172000886
34 1 0.0 5.8308003055 41.3529977789
35 1 0.0 5.8308003055 44.5339984889
36 1 0.0 5.8308003055 47.7149991989
37 1 0.0 5.8308003055 50.895999909
38 1 0.0 5.8308003055 54.077000619
39 1 0.0 5.8308003055 57.2579975118
40 1 0.0 5.8308003055 60.4389982219
41 1 0.0 11.6616006693 0.0
42 1 0.0 11.6616006693 3.1810000102
43 1 0.0 11.6616006693 6.3619999568
44 1 0.0 11.6616006693 9.5430002215
45 1 0.0 11.6616006693 12.7239999772
46 1 0.0 11.6616006693 15.904999733
47 1 0.0 11.6616006693 19.086000443
48 1 0.0 11.6616006693 22.2669992444
49 1 0.0 11.6616006693 25.4479999545
50 1 0.0 11.6616006693 28.6289987559
